random-seed,100
4034,[83 82 281],281
3304,[45 279],279
12969,[54 55 56 279],279
788,[139 126 288],288
9990,[1 51 52 67 280],280
9365,[48 49 15 45 279],279
1540,[],281
4284,[207 278],278
9188,[48 49 15 45 279],279
5311,[45 279],279
1942,[206 88 32 207 278],278
12410,[65 16 66 280],280
3428,[218 159 158 208 194 195 291],291
1066,[160 292],292
2945,[101 283],283
3429,[218 159 158 208 194 195 291],291
6100,[66 280],280
9030,[49 15 45 279],279
5495,[279],279
4337,[63 62 66 280],280
12611,[65 16 66 280],280
2003,[282],282
5935,[177 176 126 288],288
2711,[25 26 276],276
10091,[1 51 52 67 280],280
1255,[82 281],281
6348,[],282
2599,[55 56 279],279
3152,[],278
3565,[48 49 15 45 279],279
8626,[19 285],285
2531,[9 45 279],279
13339,[47 39 40 9 45 279],279
2580,[55 56 279],279
10042,[1 51 52 67 280],280
6244,[145 160 292],292
12996,[54 55 56 279],279
10753,[81 82 281],281
4077,[159 160 292],292
2601,[55 56 279],279
3550,[85 281],281
6342,[],282
12046,[50 61 62 66 280],280
4047,[83 82 281],281
805,[139 126 288],288
13231,[47 39 40 9 45 279],279
6148,[289],289
10058,[1 51 52 67 280],280
3238,[61 62 66 280],280
1720,[34 33 207 278],278
3587,[66 280],280
3955,[277],277
3683,[67 280],280
8150,[207 278],278
12989,[54 55 56 279],279
1121,[143 5 287],287
3907,[67 280],280
10878,[81 82 281],281
13043,[54 55 56 279],279
3679,[67 280],280
8359,[93 282],282
573,[56 279],279
1846,[9 45 279],279
9997,[1 51 52 67 280],280
9895,[1 51 52 67 280],280
1712,[198 4 286],286
12902,[54 55 56 279],279
11236,[32 207 278],278
6029,[66 280],280
6996,[285],285
13309,[47 39 40 9 45 279],279
8269,[281],281
11227,[32 207 278],278
8996,[49 15 45 279],279
11462,[51 52 67 280],280
10813,[81 82 281],281
5047,[],280
3321,[45 279],279
9810,[92 93 282],282
2521,[9 45 279],279
1389,[156 155 290],290
5201,[40 9 45 279],279
9440,[88 32 207 278],278
8562,[286],286
3944,[277],277
1951,[206 88 32 207 278],278
12149,[50 61 62 66 280],280
5689,[33 207 278],278
1897,[9 45 279],279
11848,[50 61 62 66 280],280
9817,[1 51 52 67 280],280
1646,[284],284
8633,[19 285],285
1489,[292],292
1138,[143 5 287],287
12121,[50 61 62 66 280],280
11353,[32 207 278],278
1643,[138 143 5 287],287
12599,[65 16 66 280],280
10399,[17 90 282],282
8954,[49 15 45 279],279
4354,[63 62 66 280],280
9836,[1 51 52 67 280],280
9683,[92 93 282],282
9181,[48 49 15 45 279],279
3743,[287],287
2308,[62 66 280],280
12349,[65 16 66 280],280
12538,[65 16 66 280],280
1325,[67 280],280
4170,[289],289
6173,[105 106 284],284
2200,[],292
9225,[48 49 15 45 279],279
5048,[],280
897,[22 121 19 285],285
9979,[1 51 52 67 280],280
2546,[126 288],288
8382,[93 282],282
13190,[47 39 40 9 45 279],279
10376,[17 90 282],282
12659,[65 16 66 280],280
6351,[],282
5187,[40 9 45 279],279
2972,[21 90 282],282
1224,[52 67 280],280
6127,[203 204 136 152 290],290
7919,[26 276],276
4251,[207 278],278
3560,[48 49 15 45 279],279
11031,[81 82 281],281
12863,[54 55 56 279],279
11620,[51 52 67 280],280
10048,[1 51 52 67 280],280
11258,[32 207 278],278
1522,[],281
7131,[144 203 204 136 152 290],290
1281,[143 5 287],287
8849,[206 88 32 207 278],278
12145,[50 61 62 66 280],280
10628,[17 90 282],282
7921,[26 276],276
1132,[143 5 287],287
10379,[17 90 282],282
8257,[185 294],294
8869,[206 88 32 207 278],278
6805,[50 61 62 66 280],280
12054,[50 61 62 66 280],280
2725,[279],279
1190,[],285
1362,[67 280],280
5828,[57 56 279],279
7787,[172 138 143 5 287],287
1091,[293],293
11601,[51 52 67 280],280
9884,[1 51 52 67 280],280
4006,[],276
12039,[50 61 62 66 280],280
6710,[176 126 288],288
5251,[287],287
2342,[133 289],289
2991,[21 90 282],282
1185,[],285
10479,[17 90 282],282
9185,[48 49 15 45 279],279
4477,[211 19 285],285
2908,[74 197 113 112 105 106 284],284
6008,[104 105 106 284],284
12099,[50 61 62 66 280],280
12656,[65 16 66 280],280
4379,[63 62 66 280],280
10621,[17 90 282],282
1825,[9 45 279],279
2616,[55 56 279],279
4119,[54 55 56 279],279
10094,[1 51 52 67 280],280
8853,[206 88 32 207 278],278
6935,[280],280
12390,[65 16 66 280],280
13025,[54 55 56 279],279
1516,[],294
9219,[48 49 15 45 279],279
4223,[207 278],278
2831,[283],283
343,[49 15 45 279],279
13355,[47 39 40 9 45 279],279
10272,[17 90 282],282
3378,[45 279],279
4861,[106 284],284
5150,[40 9 45 279],279
11998,[50 61 62 66 280],280
5661,[33 207 278],278
1818,[9 45 279],279
11930,[50 61 62 66 280],280
3949,[277],277
10271,[17 90 282],282
4191,[207 278],278
5526,[186 218 159 158 208 194 195 291],291
7632,[62 66 280],280
7747,[140 141 287],287
4874,[81 82 281],281
377,[191 175 141 287],287
10184,[1 51 52 67 280],280
2296,[62 66 280],280
9468,[88 32 207 278],278
3395,[45 279],279
9416,[88 32 207 278],278
4544,[39 40 9 45 279],279
8580,[280],280
9881,[1 51 52 67 280],280
686,[292],292
5853,[57 56 279],279
2009,[],279
9280,[48 49 15 45 279],279
9336,[48 49 15 45 279],279
3520,[85 281],281
3818,[276],276
10718,[81 82 281],281
6333,[],282
4558,[231 211 19 285],285
10901,[81 82 281],281
10441,[17 90 282],282
5521,[186 218 159 158 208 194 195 291],291
10015,[1 51 52 67 280],280
11212,[32 207 278],278
1416,[129 288],288
5854,[57 56 279],279
469,[167 168 294],294
2617,[55 56 279],279
13108,[54 55 56 279],279
1554,[],281
11518,[51 52 67 280],280
3337,[45 279],279
873,[32 207 278],278
13330,[47 39 40 9 45 279],279
6284,[144 203 204 136 152 290 155 291],291
6520,[142 5 287],287
5558,[199 139 126 288],288
2087,[],279
8457,[],277
5066,[52 67 280],280
13303,[47 39 40 9 45 279],279
10291,[17 90 282],282
11246,[32 207 278],278
360,[191 175 141 287],287
11571,[51 52 67 280],280
5785,[192 175 141 287],287
11423,[51 52 67 280],280
12412,[65 16 66 280],280
8953,[49 15 45 279],279
11585,[51 52 67 280],280
11584,[51 52 67 280],280
5436,[279],279
8639,[19 285],285
7709,[56 279],279
10619,[17 90 282],282
2905,[288],288
1207,[52 67 280],280
1557,[],281
2126,[90 282],282
3608,[66 280],280
10445,[17 90 282],282
12508,[65 16 66 280],280
3291,[45 279],279
1495,[292],292
10392,[17 90 282],282
5362,[45 279],279
13123,[54 55 56 279],279
640,[28 29 278],278
2159,[294],294
2933,[101 283],283
11092,[81 82 281],281
6826,[50 61 62 66 280],280
5770,[192 175 141 287],287
2264,[62 66 280],280
2575,[55 56 279],279
11831,[50 61 62 66 280],280
13023,[54 55 56 279],279
9353,[48 49 15 45 279],279
4739,[278],278
10416,[17 90 282],282
12680,[65 16 66 280],280
8220,[285],285
1429,[162 164 293],293
7511,[101 283],283
6193,[105 106 284],284
3783,[],283
10289,[17 90 282],282
12751,[54 55 56 279],279
9383,[88 32 207 278],278
11475,[51 52 67 280],280
6574,[151 168 294],294
12566,[65 16 66 280],280
9581,[88 32 207 278],278
12071,[50 61 62 66 280],280
8789,[206 88 32 207 278],278
11808,[51 52 67 280],280
3894,[67 280],280
2506,[9 45 279],279
10727,[81 82 281],281
3898,[67 280],280
10341,[17 90 282],282
4173,[289],289
3642,[66 280],280
5147,[40 9 45 279],279
5291,[69 68 67 280],280
11251,[32 207 278],278
7351,[9 45 279],279
8636,[19 285],285
1127,[143 5 287],287
9372,[88 32 207 278],278
4298,[207 278],278
4805,[31 276],276
11281,[32 207 278],278
9320,[48 49 15 45 279],279
2762,[279],279
3442,[212 23 11 211 19 285],285
2249,[62 66 280],280
6896,[280],280
7942,[29 278],278
9546,[88 32 207 278],278
2738,[279],279
11201,[32 207 278],278
5012,[],280
9670,[92 93 282],282
10749,[81 82 281],281
10276,[17 90 282],282
10635,[17 90 282],282
7134,[144 203 204 136 152 290],290
4057,[83 82 281],281
6441,[11 211 19 285],285
10733,[81 82 281],281
9302,[48 49 15 45 279],279
3524,[85 281],281
1180,[],285
11250,[32 207 278],278
2187,[],292
7969,[8 9 45 279],279
3396,[45 279],279
7918,[26 276],276
3793,[],283
11079,[81 82 281],281
2778,[279],279
6747,[101 283],283
8759,[206 88 32 207 278],278
2064,[],279
3761,[204 136 152 290],290
1558,[],281
1080,[160 292],292
4628,[106 284],284
11961,[50 61 62 66 280],280
8529,[286],286
11199,[32 207 278],278
6426,[45 279],279
5675,[33 207 278],278
11377,[51 52 67 280],280
2089,[],279
6078,[66 280],280
10145,[1 51 52 67 280],280
8747,[206 88 32 207 278],278
1289,[143 5 287],287
11461,[51 52 67 280],280
709,[],287
12785,[54 55 56 279],279
1211,[52 67 280],280
8939,[49 15 45 279],279
3455,[139 126 288],288
2414,[85 281],281
5873,[147 293],293
10500,[17 90 282],282
2946,[203 204 136 152 290],290
2303,[62 66 280],280
6665,[37 34 33 207 278],278
1043,[221 220 219 26 276],276
2852,[15 45 279],279
8791,[206 88 32 207 278],278
11836,[50 61 62 66 280],280
5660,[33 207 278],278
2019,[],279
766,[49 15 45 279],279
4455,[185 294],294
5433,[195 291],291
10359,[17 90 282],282
1692,[82 281],281
7210,[176 126 288],288
8321,[105 106 284],284
7221,[176 126 288],288
7824,[277],277
2553,[126 288],288
11856,[50 61 62 66 280],280
9486,[88 32 207 278],278
10140,[1 51 52 67 280],280
3134,[],278
6736,[176 126 288],288
7302,[9 45 279],279
8202,[],289
3570,[48 49 15 45 279],279
8191,[155 290],290
11170,[32 207 278],278
1388,[156 155 290],290
1594,[5 287],287
4761,[278],278
10547,[17 90 282],282
6910,[280],280
4655,[118 119 285],285
10230,[1 51 52 67 280],280
3016,[126 288],288
9694,[92 93 282],282
4136,[223 222 221 220 219 26 276],276
5010,[],280
4968,[92 93 282],282
5504,[279],279
6416,[45 279],279
3024,[126 288],288
12784,[54 55 56 279],279
10286,[17 90 282],282
10921,[81 82 281],281
7101,[100 101 283],283
11038,[81 82 281],281
3202,[175 141 287],287
8670,[200 199 139 126 288],288
7804,[93 282],282
7313,[9 45 279],279
11285,[32 207 278],278
8933,[49 15 45 279],279
4450,[185 294],294
1878,[9 45 279],279
1778,[34 33 207 278],278
5781,[192 175 141 287],287
7609,[62 66 280],280
8093,[207 278],278
6069,[66 280],280
10515,[17 90 282],282
10257,[1 51 52 67 280],280
2597,[55 56 279],279
4135,[223 222 221 220 219 26 276],276
12249,[50 61 62 66 280],280
5475,[279],279
11125,[81 82 281],281
7506,[101 283],283
1605,[5 287],287
12925,[54 55 56 279],279
6737,[176 126 288],288
11389,[51 52 67 280],280
2158,[294],294
2383,[118 119 285],285
10427,[17 90 282],282
9719,[92 93 282],282
11172,[32 207 278],278
7378,[9 45 279],279
4730,[278],278
5969,[281],281
6611,[37 34 33 207 278],278
1170,[],285
9288,[48 49 15 45 279],279
7677,[56 279],279
10935,[81 82 281],281
5987,[281],281
3108,[66 280],280
4022,[83 82 281],281
7232,[176 126 288],288
2874,[15 45 279],279
800,[139 126 288],288
6604,[37 34 33 207 278],278
10364,[17 90 282],282
5849,[57 56 279],279
2841,[283],283
424,[146 292],292
12941,[54 55 56 279],279
7021,[285],285
1088,[160 292],292
10455,[17 90 282],282
1603,[5 287],287
9072,[49 15 45 279],279
12635,[65 16 66 280],280
10988,[81 82 281],281
5938,[177 176 126 288],288
4014,[],276
13045,[54 55 56 279],279
1571,[],281
6977,[86 85 281],281
7896,[133 289],289
1504,[292],292
7743,[140 141 287],287
9074,[49 15 45 279],279
3086,[66 280],280
7461,[211 19 285],285
3306,[45 279],279
10617,[17 90 282],282
8207,[285],285
11844,[50 61 62 66 280],280
9717,[92 93 282],282
4771,[278],278
11924,[50 61 62 66 280],280
10028,[1 51 52 67 280],280
12308,[65 16 66 280],280
7738,[56 279],279
2476,[9 45 279],279
1421,[],286
12217,[50 61 62 66 280],280
7185,[222 221 220 219 26 276],276
1010,[68 67 280],280
8619,[19 285],285
8910,[206 88 32 207 278],278
8209,[285],285
2011,[],279
9362,[48 49 15 45 279],279
7818,[93 282],282
12479,[65 16 66 280],280
5966,[281],281
12899,[54 55 56 279],279
406,[164 293],293
6840,[19 285],285
5816,[175 141 287],287
597,[56 279],279
1678,[82 281],281
6196,[105 106 284],284
12523,[65 16 66 280],280
5846,[57 56 279],279
1116,[143 5 287],287
9245,[48 49 15 45 279],279
2118,[90 282],282
4049,[83 82 281],281
4898,[193 192 175 141 287],287
12357,[65 16 66 280],280
8873,[206 88 32 207 278],278
11254,[32 207 278],278
3810,[276],276
12085,[50 61 62 66 280],280
8464,[],277
8750,[206 88 32 207 278],278
10115,[1 51 52 67 280],280
6964,[86 85 281],281
2501,[9 45 279],279
5943,[281],281
10742,[81 82 281],281
9623,[92 93 282],282
5570,[286],286
8793,[206 88 32 207 278],278
10065,[1 51 52 67 280],280
11777,[51 52 67 280],280
5098,[52 67 280],280
708,[],287
5272,[288],288
8760,[206 88 32 207 278],278
11919,[50 61 62 66 280],280
1445,[162 164 293],293
12201,[50 61 62 66 280],280
5354,[45 279],279
1584,[5 287],287
947,[10 67 280],280
2499,[9 45 279],279
5577,[286],286
10224,[1 51 52 67 280],280
3803,[168 294],294
8098,[207 278],278
6089,[66 280],280
6077,[66 280],280
4026,[83 82 281],281
902,[22 121 19 285],285
367,[191 175 141 287],287
3297,[45 279],279
11561,[51 52 67 280],280
5039,[],280
8285,[281],281
12069,[50 61 62 66 280],280
1439,[162 164 293],293
8034,[8 9 45 279],279
2678,[124 177 176 126 288],288
11327,[32 207 278],278
7262,[9 45 279],279
5694,[33 207 278],278
10746,[81 82 281],281
8069,[8 9 45 279],279
1938,[206 88 32 207 278],278
643,[292],292
9566,[88 32 207 278],278
1111,[143 5 287],287
9806,[92 93 282],282
7145,[6 146 292],292
1018,[68 67 280],280
11860,[50 61 62 66 280],280
8119,[207 278],278
11371,[51 52 67 280],280
13252,[47 39 40 9 45 279],279
1230,[52 67 280],280
9978,[1 51 52 67 280],280
5584,[141 287],287
11078,[81 82 281],281
12574,[65 16 66 280],280
4216,[207 278],278
4229,[207 278],278
10292,[17 90 282],282
2661,[124 177 176 126 288],288
2898,[288],288
3561,[48 49 15 45 279],279
4769,[278],278
2197,[],292
8645,[19 285],285
2000,[282],282
8787,[206 88 32 207 278],278
5850,[57 56 279],279
1864,[9 45 279],279
6718,[176 126 288],288
2375,[118 119 285],285
12686,[65 16 66 280],280
2851,[15 45 279],279
4064,[159 160 292],292
4262,[207 278],278
9230,[48 49 15 45 279],279
7298,[9 45 279],279
7108,[100 101 283],283
12332,[65 16 66 280],280
8955,[49 15 45 279],279
10877,[81 82 281],281
5618,[33 207 278],278
7367,[9 45 279],279
10545,[17 90 282],282
5918,[177 176 126 288],288
2949,[203 204 136 152 290],290
12662,[65 16 66 280],280
12569,[65 16 66 280],280
4428,[16 66 280],280
3772,[],283
8292,[105 106 284],284
9062,[49 15 45 279],279
6975,[86 85 281],281
3791,[],283
7760,[140 141 287],287
719,[65 16 66 280],280
11816,[50 61 62 66 280],280
1851,[9 45 279],279
8504,[141 287],287
10490,[17 90 282],282
5780,[192 175 141 287],287
12359,[65 16 66 280],280
7275,[9 45 279],279
1324,[67 280],280
5447,[279],279
12532,[65 16 66 280],280
2446,[85 281],281
2417,[85 281],281
8103,[207 278],278
10494,[17 90 282],282
5123,[40 9 45 279],279
5591,[141 287],287
4366,[63 62 66 280],280
12961,[54 55 56 279],279
1802,[206 88 32 207 278],278
1946,[206 88 32 207 278],278
10183,[1 51 52 67 280],280
7059,[111 118 119 285],285
2798,[279],279
6491,[119 285],285
11805,[51 52 67 280],280
7607,[62 66 280],280
7979,[8 9 45 279],279
8684,[17 90 282],282
2554,[126 288],288
1437,[162 164 293],293
5080,[52 67 280],280
1898,[9 45 279],279
6051,[66 280],280
2272,[62 66 280],280
7536,[198 4 286],286
5408,[96 101 283],283
4001,[170 198 4 286],286
5253,[287],287
8268,[281],281
6230,[157 145 160 292],292
4543,[39 40 9 45 279],279
6788,[147 293],293
10738,[81 82 281],281
3412,[218 159 158 208 194 195 291],291
5085,[52 67 280],280
12453,[65 16 66 280],280
7317,[9 45 279],279
10114,[1 51 52 67 280],280
3943,[277],277
10278,[17 90 282],282
511,[134 133 289],289
5751,[121 19 285],285
2883,[15 45 279],279
9470,[88 32 207 278],278
2663,[124 177 176 126 288],288
5933,[177 176 126 288],288
11704,[51 52 67 280],280
5499,[279],279
12653,[65 16 66 280],280
8715,[206 88 32 207 278],278
2400,[118 119 285],285
10226,[1 51 52 67 280],280
8734,[206 88 32 207 278],278
6134,[294],294
4634,[106 284],284
1904,[9 45 279],279
5341,[45 279],279
12509,[65 16 66 280],280
6603,[37 34 33 207 278],278
10779,[81 82 281],281
1200,[],285
1098,[293],293
3739,[287],287
13060,[54 55 56 279],279
981,[112 105 106 284],284
9109,[49 15 45 279],279
6791,[147 293],293
6257,[145 160 292],292
10050,[1 51 52 67 280],280
12226,[50 61 62 66 280],280
3922,[202 133 131 129 288],288
5697,[33 207 278],278
10135,[1 51 52 67 280],280
7727,[56 279],279
7096,[100 101 283],283
2205,[],292
7673,[56 279],279
966,[10 67 280],280
6502,[119 285],285
11282,[32 207 278],278
11572,[51 52 67 280],280
2477,[9 45 279],279
12891,[54 55 56 279],279
7292,[9 45 279],279
7963,[8 9 45 279],279
12347,[65 16 66 280],280
7765,[140 141 287],287
5056,[],280
13188,[47 39 40 9 45 279],279
11535,[51 52 67 280],280
3489,[216 128 134 133 289],289
9374,[88 32 207 278],278
347,[49 15 45 279],279
3998,[170 198 4 286],286
12318,[65 16 66 280],280
5246,[287],287
1272,[82 281],281
1060,[4 286],286
11060,[81 82 281],281
6481,[119 285],285
12009,[50 61 62 66 280],280
7944,[8 9 45 279],279
916,[22 121 19 285],285
9162,[48 49 15 45 279],279
8428,[138 143 5 287],287
11284,[32 207 278],278
13220,[47 39 40 9 45 279],279
11520,[51 52 67 280],280
8042,[8 9 45 279],279
7230,[176 126 288],288
11566,[51 52 67 280],280
13138,[54 55 56 279],279
2137,[90 282],282
12828,[54 55 56 279],279
12367,[65 16 66 280],280
5540,[199 139 126 288],288
3995,[170 198 4 286],286
10131,[1 51 52 67 280],280
10807,[81 82 281],281
6020,[290],290
5410,[96 101 283],283
1564,[],281
5328,[45 279],279
4248,[207 278],278
4661,[175 141 287],287
2042,[],279
2811,[279],279
6354,[160 292],292
3135,[],278
7565,[62 66 280],280
6567,[151 168 294],294
3889,[67 280],280
7982,[8 9 45 279],279
12683,[65 16 66 280],280
4750,[278],278
561,[56 279],279
2498,[9 45 279],279
2986,[21 90 282],282
9078,[49 15 45 279],279
9108,[49 15 45 279],279
13093,[54 55 56 279],279
9584,[88 32 207 278],278
9084,[49 15 45 279],279
6944,[280],280
5514,[279],279
9043,[49 15 45 279],279
4844,[192 175 141 287],287
1933,[201 202 133 131 129 288],288
3014,[126 288],288
9886,[1 51 52 67 280],280
7675,[56 279],279
9310,[48 49 15 45 279],279
8037,[8 9 45 279],279
3669,[67 280],280
5472,[279],279
3719,[90 282],282
12986,[54 55 56 279],279
10814,[81 82 281],281
12676,[65 16 66 280],280
5417,[195 291],291
12464,[65 16 66 280],280
7220,[176 126 288],288
3623,[66 280],280
7448,[211 19 285],285
1869,[9 45 279],279
6852,[19 285],285
10906,[81 82 281],281
11114,[81 82 281],281
3164,[32 207 278],278
7562,[62 66 280],280
3060,[66 280],280
3073,[66 280],280
4444,[185 294],294
3498,[216 128 134 133 289],289
11730,[51 52 67 280],280
11937,[50 61 62 66 280],280
2620,[128 134 133 289],289
3853,[5 287],287
2667,[124 177 176 126 288],288
2604,[55 56 279],279
4928,[119 285],285
903,[22 121 19 285],285
9793,[92 93 282],282
8129,[207 278],278
6246,[145 160 292],292
6499,[119 285],285
1145,[143 5 287],287
11432,[51 52 67 280],280
4890,[193 192 175 141 287],287
10755,[81 82 281],281
10169,[1 51 52 67 280],280
9993,[1 51 52 67 280],280
2103,[90 282],282
4659,[175 141 287],287
7038,[285],285
5394,[96 101 283],283
13214,[47 39 40 9 45 279],279
9409,[88 32 207 278],278
5589,[141 287],287
1891,[9 45 279],279
832,[189 144 203 204 136 152 290 155 291],291
11923,[50 61 62 66 280],280
13129,[54 55 56 279],279
2519,[9 45 279],279
5824,[57 56 279],279
7776,[172 138 143 5 287],287
8242,[285],285
5393,[96 101 283],283
5977,[281],281
9610,[92 93 282],282
2980,[21 90 282],282
8163,[207 278],278
1602,[5 287],287
7074,[100 101 283],283
9140,[49 15 45 279],279
3858,[5 287],287
10277,[17 90 282],282
8293,[105 106 284],284
8566,[286],286
7533,[198 4 286],286
11725,[51 52 67 280],280
6792,[147 293],293
616,[56 279],279
8792,[206 88 32 207 278],278
6904,[280],280
7383,[9 45 279],279
5392,[96 101 283],283
1513,[292],292
6267,[],288
6111,[66 280],280
6817,[50 61 62 66 280],280
10104,[1 51 52 67 280],280
9464,[88 32 207 278],278
8614,[219 26 276],276
2092,[],279
12462,[65 16 66 280],280
4500,[211 19 285],285
1755,[34 33 207 278],278
4718,[278],278
1989,[282],282
1454,[162 164 293],293
9780,[92 93 282],282
6626,[37 34 33 207 278],278
13141,[54 55 56 279],279
477,[133 289],289
8064,[8 9 45 279],279
6303,[5 287],287
10471,[17 90 282],282
2722,[279],279
2571,[55 56 279],279
3568,[48 49 15 45 279],279
2639,[128 134 133 289],289
10758,[81 82 281],281
4999,[],280
8698,[17 90 282],282
11686,[51 52 67 280],280
807,[139 126 288],288
5992,[281],281
579,[56 279],279
10925,[81 82 281],281
8196,[155 290],290
3567,[48 49 15 45 279],279
8451,[],277
9872,[1 51 52 67 280],280
4570,[231 211 19 285],285
8776,[206 88 32 207 278],278
11748,[51 52 67 280],280
3210,[175 141 287],287
3832,[276],276
3052,[66 280],280
5839,[57 56 279],279
7834,[277],277
11559,[51 52 67 280],280
8230,[285],285
8895,[206 88 32 207 278],278
3254,[61 62 66 280],280
11874,[50 61 62 66 280],280
10530,[17 90 282],282
11699,[51 52 67 280],280
11714,[51 52 67 280],280
2539,[9 45 279],279
4562,[231 211 19 285],285
10175,[1 51 52 67 280],280
5130,[40 9 45 279],279
12368,[65 16 66 280],280
1488,[292],292
8420,[138 143 5 287],287
9988,[1 51 52 67 280],280
12518,[65 16 66 280],280
7350,[9 45 279],279
6679,[37 34 33 207 278],278
7720,[56 279],279
3095,[66 280],280
1883,[9 45 279],279
6302,[141 287],287
4331,[63 62 66 280],280
4443,[185 294],294
4290,[207 278],278
618,[56 279],279
8893,[206 88 32 207 278],278
3493,[216 128 134 133 289],289
4702,[278],278
10827,[81 82 281],281
8006,[8 9 45 279],279
6476,[119 285],285
5215,[190 167 168 294],294
10081,[1 51 52 67 280],280
2437,[85 281],281
10245,[1 51 52 67 280],280
3219,[61 62 66 280],280
3813,[276],276
3049,[66 280],280
6305,[5 287],287
11883,[50 61 62 66 280],280
11134,[81 82 281],281
9952,[1 51 52 67 280],280
5232,[190 167 168 294],294
1382,[156 155 290],290
10810,[81 82 281],281
8378,[93 282],282
7306,[9 45 279],279
2824,[283],283
8485,[59 63 62 66 280],280
4926,[119 285],285
6969,[86 85 281],281
5217,[190 167 168 294],294
1786,[34 33 207 278],278
9307,[48 49 15 45 279],279
5717,[33 207 278],278
6317,[],282
10687,[17 90 282],282
3534,[85 281],281
1305,[67 280],280
8685,[17 90 282],282
13274,[47 39 40 9 45 279],279
3543,[85 281],281
8672,[200 199 139 126 288],288
779,[49 15 45 279],279
12717,[54 55 56 279],279
6645,[37 34 33 207 278],278
2666,[124 177 176 126 288],288
4585,[106 284],284
6750,[101 283],283
2596,[55 56 279],279
7860,[277],277
2918,[120 113 112 105 106 284],284
9033,[49 15 45 279],279
3801,[168 294],294
12062,[50 61 62 66 280],280
1278,[143 5 287],287
1924,[201 202 133 131 129 288],288
12239,[50 61 62 66 280],280
2183,[26 276],276
4670,[175 141 287],287
9832,[1 51 52 67 280],280
8253,[185 294],294
7584,[62 66 280],280
6004,[58 57 56 279],279
8661,[19 285],285
7003,[285],285
12382,[65 16 66 280],280
8052,[8 9 45 279],279
3162,[],278
8282,[281],281
9001,[49 15 45 279],279
5112,[24 29 277],277
2511,[9 45 279],279
7116,[20 66 280],280
9364,[48 49 15 45 279],279
10683,[17 90 282],282
720,[65 16 66 280],280
7753,[140 141 287],287
13254,[47 39 40 9 45 279],279
12041,[50 61 62 66 280],280
4886,[193 192 175 141 287],287
6147,[289],289
1909,[9 45 279],279
6493,[119 285],285
12697,[65 16 66 280],280
5188,[40 9 45 279],279
5287,[69 68 67 280],280
7603,[62 66 280],280
7019,[285],285
4605,[106 284],284
8328,[105 106 284],284
1277,[143 5 287],287
7402,[94 92 93 282],282
11342,[32 207 278],278
12220,[50 61 62 66 280],280
6949,[280],280
7322,[9 45 279],279
747,[65 16 66 280],280
9506,[88 32 207 278],278
11472,[51 52 67 280],280
4958,[92 93 282],282
7831,[277],277
3230,[61 62 66 280],280
958,[10 67 280],280
1335,[67 280],280
11762,[51 52 67 280],280
12143,[50 61 62 66 280],280
9294,[48 49 15 45 279],279
2600,[55 56 279],279
10424,[17 90 282],282
4470,[211 19 285],285
13256,[47 39 40 9 45 279],279
12644,[65 16 66 280],280
9232,[48 49 15 45 279],279
3178,[175 141 287],287
665,[292],292
10910,[81 82 281],281
3920,[202 133 131 129 288],288
10404,[17 90 282],282
5630,[33 207 278],278
3850,[5 287],287
9494,[88 32 207 278],278
11163,[32 207 278],278
5395,[96 101 283],283
1303,[67 280],280
7433,[213 151 168 294],294
12090,[50 61 62 66 280],280
12361,[65 16 66 280],280
1366,[67 280],280
3499,[216 128 134 133 289],289
9436,[88 32 207 278],278
2185,[26 276],276
3236,[61 62 66 280],280
10517,[17 90 282],282
11752,[51 52 67 280],280
3187,[175 141 287],287
11767,[51 52 67 280],280
13216,[47 39 40 9 45 279],279
11878,[50 61 62 66 280],280
10402,[17 90 282],282
10740,[81 82 281],281
13148,[47 39 40 9 45 279],279
7543,[92 93 282],282
6692,[37 34 33 207 278],278
12700,[65 16 66 280],280
844,[189 144 203 204 136 152 290 155 291],291
2439,[85 281],281
4689,[254 156 155 290],290
1409,[129 288],288
5448,[279],279
12193,[50 61 62 66 280],280
5632,[33 207 278],278
6783,[101 283],283
2152,[294],294
9141,[49 15 45 279],279
4256,[207 278],278
1293,[143 5 287],287
5443,[279],279
13032,[54 55 56 279],279
12232,[50 61 62 66 280],280
11081,[81 82 281],281
10018,[1 51 52 67 280],280
9404,[88 32 207 278],278
6040,[66 280],280
3878,[67 280],280
5402,[96 101 283],283
9009,[49 15 45 279],279
3733,[287],287
12233,[50 61 62 66 280],280
7802,[93 282],282
6484,[119 285],285
790,[139 126 288],288
12205,[50 61 62 66 280],280
304,[165 147 293],293
9349,[48 49 15 45 279],279
4710,[278],278
9582,[88 32 207 278],278
7556,[62 66 280],280
13180,[47 39 40 9 45 279],279
12436,[65 16 66 280],280
3664,[67 280],280
12230,[50 61 62 66 280],280
7784,[172 138 143 5 287],287
6270,[],288
8680,[200 199 139 126 288],288
8770,[206 88 32 207 278],278
7938,[29 278],278
2916,[120 113 112 105 106 284],284
10356,[17 90 282],282
12824,[54 55 56 279],279
751,[49 15 45 279],279
3627,[66 280],280
1491,[292],292
9287,[48 49 15 45 279],279
7261,[9 45 279],279
793,[139 126 288],288
7657,[56 279],279
5089,[52 67 280],280
6362,[160 292],292
4744,[278],278
11453,[51 52 67 280],280
5027,[],280
4385,[16 66 280],280
3681,[67 280],280
1796,[34 33 207 278],278
9635,[92 93 282],282
8901,[206 88 32 207 278],278
6428,[45 279],279
7072,[100 101 283],283
